,Y_DGS1MO,Y_DGS3MO,Y_DGS6MO,Y_DGS1,Y_DGS2,Y_DGS3,Y_DGS5,Y_DGS7,Y_DGS10,Y_DGS20,Y_DGS30
37,0.5,0.5,0.5,1.0,1.0,1.0,1.0,0.75,0.75,0.5,0.25
38,0.25,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,1.0,1.0
39,0.5,0.75,1.0,1.0,0.75,0.75,0.75,0.75,0.5,0.75,0.5
40,0.25,1.0,1.0,0.75,0.75,0.75,0.5,0.25,0.25,0.5,0.5
41,0.5,0.25,0.5,0.5,0.25,0.5,0.5,0.5,0.5,0.5,0.75
42,0.75,0.5,1.0,0.75,1.0,0.75,0.5,0.75,0.5,0.5,0.0
43,0.25,0.5,0.75,0.75,0.5,0.75,0.5,0.5,0.5,0.25,0.5
44,0.75,0.5,0.5,0.75,0.75,0.5,0.25,0.25,0.0,0.0,1.0
45,0.25,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.5,0.5
46,0.5,0.75,0.75,0.5,0.25,0.25,0.25,0.25,0.25,0.25,0.5
47,0.75,1.0,0.75,1.0,0.75,0.75,0.75,0.75,0.75,0.75,0.75
48,0.5,1.0,0.75,0.75,0.5,0.5,0.5,0.5,0.5,0.5,0.75
49,0.75,0.5,0.75,0.5,0.5,0.5,0.25,0.25,0.5,0.5,0.75
50,0.75,0.25,0.25,0.25,0.5,0.0,0.25,0.5,0.5,0.25,0.75
51,0.5,1.0,0.25,0.5,0.5,0.5,0.25,0.5,0.25,0.5,0.25
52,0.5,0.5,0.75,0.5,0.75,0.5,0.75,0.5,0.5,0.5,1.0
53,0.5,0.5,0.75,0.5,1.0,0.75,0.75,0.5,0.75,0.5,0.5
54,0.5,0.5,0.25,0.25,0.5,0.75,0.5,0.5,0.25,0.75,0.5
55,0.25,0.25,0.5,1.0,0.5,0.5,0.5,0.75,0.5,0.5,1.0
56,1.0,0.0,1.0,1.0,1.0,1.0,0.75,1.0,0.75,0.75,0.5
57,0.25,0.75,0.25,0.75,0.75,0.75,0.75,1.0,1.0,0.5,0.75
58,0.25,0.5,0.75,0.5,0.5,0.75,0.5,0.5,0.75,0.75,1.0
59,0.25,0.5,0.5,0.5,0.75,1.0,1.0,1.0,1.0,1.0,0.75
60,0.5,0.25,0.75,0.5,0.25,0.5,0.75,0.75,0.5,0.5,0.75
61,1.0,0.75,0.5,0.25,0.5,0.75,0.75,0.75,0.5,0.25,0.25
62,0.75,0.5,0.75,0.5,0.5,0.5,0.5,0.75,0.5,0.5,0.5
63,0.25,0.25,0.5,0.75,0.75,1.0,0.5,0.25,0.25,1.0,0.5
64,0.25,1.0,0.75,0.5,1.0,0.75,0.75,0.75,0.75,1.0,0.5
65,0.75,0.75,0.0,0.25,0.0,0.25,0.25,0.5,0.5,0.5,0.25
66,0.75,0.25,0.25,0.5,0.0,0.5,0.5,0.75,0.5,0.75,0.75
67,0.25,0.0,0.5,0.75,0.5,0.25,0.75,0.25,0.25,0.25,0.75
68,1.0,0.5,0.75,0.5,0.5,0.75,1.0,0.75,0.5,0.5,0.5
69,0.5,0.25,0.25,0.5,0.5,0.5,0.5,0.25,0.25,0.5,0.25
70,0.25,0.25,0.25,0.5,0.5,0.75,0.75,0.5,0.75,0.5,1.0
71,0.5,0.5,0.75,0.75,0.5,0.5,0.25,0.5,0.5,0.5,0.5
72,0.5,0.5,1.0,1.0,0.75,0.75,0.25,0.25,0.25,0.5,0.25
73,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.25,0.25,0.25,0.25
74,0.5,0.5,0.75,0.75,0.5,0.25,0.5,0.5,0.5,0.25,0.5
75,0.75,0.75,1.0,0.75,0.5,0.5,0.5,0.5,0.5,0.5,0.5
76,0.75,0.75,0.5,1.0,0.25,0.5,0.5,0.25,0.5,0.75,0.75
77,0.5,0.25,0.75,0.75,0.25,0.25,0.5,0.5,0.25,0.25,0.25
78,0.75,0.75,1.0,1.0,0.75,0.25,0.25,0.75,0.5,1.0,0.75
79,0.75,0.75,0.5,0.25,0.75,0.25,0.0,0.0,0.25,0.75,0.25
80,0.75,0.75,0.75,1.0,0.5,0.25,0.5,0.5,0.5,0.25,0.25
81,1.0,0.75,0.5,0.25,0.0,0.25,0.25,0.25,0.75,0.25,0.75
82,0.75,0.5,0.5,0.5,0.5,0.75,0.5,0.25,0.25,0.5,0.25
83,0.5,0.25,0.75,0.5,0.5,0.5,0.5,0.25,0.25,0.5,0.75
84,0.75,0.5,1.0,0.25,0.5,0.5,0.25,0.0,0.25,1.0,1.0
85,1.0,1.0,0.5,0.5,0.5,0.5,0.75,0.75,0.5,0.75,0.5
86,0.75,1.0,0.75,0.25,1.0,1.0,0.25,0.75,1.0,0.75,0.25
87,0.5,0.25,0.75,0.75,0.75,0.75,1.0,0.75,0.75,0.5,0.5
88,0.25,1.0,1.0,0.75,1.0,0.5,1.0,0.75,0.5,0.75,0.75
89,0.75,0.75,0.25,0.75,1.0,0.5,0.75,0.75,0.75,0.75,0.75
90,0.75,0.5,0.75,0.75,0.25,0.75,0.0,0.0,0.25,0.25,0.5
91,0.75,1.0,1.0,0.75,1.0,1.0,0.5,0.75,0.75,0.5,0.5
92,0.5,0.5,0.5,0.25,0.5,0.5,0.75,0.5,0.5,0.5,0.75
93,0.5,0.75,1.0,1.0,1.0,1.0,0.75,0.75,0.75,0.5,0.75
94,0.75,0.75,0.75,0.75,0.5,0.5,0.75,0.25,0.25,0.5,0.0
95,0.75,0.75,1.0,0.5,0.25,0.25,0.5,0.75,0.5,0.25,0.25
96,1.0,0.75,1.0,0.5,0.5,0.5,0.5,0.25,0.5,0.5,0.5
97,1.0,0.75,0.75,0.5,0.25,0.75,0.75,0.5,0.5,0.25,0.25
98,0.5,1.0,1.0,0.5,0.75,0.25,0.25,0.0,0.0,0.25,0.25
99,0.75,1.0,1.0,1.0,1.0,1.0,0.25,1.0,0.5,0.75,0.5
100,1.0,1.0,1.0,0.75,1.0,1.0,1.0,1.0,0.75,0.75,1.0
101,0.5,1.0,0.75,0.5,0.5,0.5,0.75,0.5,0.25,0.25,0.25
102,0.5,0.25,0.5,0.0,0.25,0.25,0.5,0.25,0.5,0.25,0.25
103,0.75,0.75,0.5,0.25,0.0,0.5,0.5,0.5,0.25,0.5,0.25
104,0.5,0.75,1.0,0.5,0.25,0.5,0.25,0.25,0.25,0.75,0.5
105,0.75,1.0,0.75,0.5,0.25,1.0,1.0,1.0,0.5,1.0,0.75
106,0.75,0.75,0.75,0.0,1.0,0.5,0.75,0.5,0.75,0.5,0.25
107,0.5,0.5,0.75,0.5,0.5,0.5,0.75,0.75,0.75,0.25,0.75
108,0.5,0.75,1.0,0.5,0.25,0.25,0.75,0.25,0.25,0.75,0.75
109,0.25,0.5,0.5,0.75,1.0,0.75,0.75,0.75,0.75,0.5,0.75
110,0.25,1.0,0.75,0.75,0.75,0.75,0.75,1.0,0.75,0.5,0.5
111,0.5,0.75,0.5,0.5,0.75,0.75,0.75,1.0,0.75,0.75,0.75
112,0.75,0.5,0.5,0.75,0.75,0.75,0.75,0.5,0.75,0.75,0.5
113,0.75,0.25,0.5,0.0,0.25,0.75,0.75,0.25,0.75,0.75,0.75
114,0.25,0.5,0.75,0.5,0.75,0.25,0.0,0.75,0.5,1.0,1.0
115,0.5,0.5,0.25,0.5,0.5,0.5,0.75,0.75,0.5,1.0,0.75
116,0.5,0.75,0.75,0.75,0.75,0.75,0.25,0.5,0.5,0.5,0.5
117,0.75,0.75,0.25,0.25,0.25,0.5,0.5,0.5,0.5,0.25,0.5
118,0.5,0.5,0.25,0.5,0.5,0.5,0.75,0.5,0.75,0.25,0.5
119,0.75,0.75,0.25,0.25,0.5,1.0,0.75,0.75,0.75,0.75,1.0
120,0.25,0.5,0.5,0.25,0.75,0.5,0.5,0.5,0.5,0.5,0.5
121,0.25,0.75,0.5,0.25,0.5,0.5,0.5,0.25,0.5,0.75,0.5
122,0.75,0.75,0.75,1.0,0.25,0.5,0.25,0.25,0.25,0.5,0.75
123,0.25,1.0,0.5,1.0,0.5,0.75,0.75,0.75,0.75,0.5,0.5
124,0.75,0.75,0.75,0.75,0.5,0.5,0.75,0.75,0.75,0.5,0.5
125,1.0,1.0,1.0,0.5,0.75,0.5,0.25,0.25,0.25,0.25,0.25
126,0.5,0.75,0.5,0.5,0.75,0.0,0.5,0.5,0.5,0.5,0.5
127,1.0,0.75,0.25,0.75,0.25,0.25,0.75,0.75,0.5,0.75,0.75
128,0.5,0.75,0.75,0.5,0.25,0.0,0.75,0.75,0.75,0.75,0.5
