,Y_DGS1MO,Y_DGS3MO,Y_DGS6MO,Y_DGS1,Y_DGS2,Y_DGS3,Y_DGS5,Y_DGS7,Y_DGS10,Y_DGS20,Y_DGS30
92,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.75,0.75
93,0.25,0.75,1.0,1.0,1.0,1.0,0.75,0.75,0.5,0.5,0.5
94,0.75,0.75,0.75,0.75,0.5,0.5,0.75,0.75,0.75,0.5,0.25
95,0.75,0.75,1.0,0.5,0.25,0.25,0.25,0.25,0.25,0.25,0.25
96,1.0,0.75,1.0,0.5,0.5,0.5,0.25,0.5,0.75,0.5,0.5
97,1.0,0.75,0.75,0.5,0.25,0.5,0.5,0.5,0.5,0.5,0.0
98,0.5,1.0,1.0,0.5,0.75,0.25,0.25,0.5,0.25,0.25,0.5
99,0.75,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5
100,1.0,1.0,1.0,0.75,1.0,1.0,1.0,0.75,0.75,1.0,0.75
101,0.5,1.0,0.75,0.5,0.5,0.5,0.5,0.5,0.25,0.25,0.25
102,0.5,0.25,0.5,0.5,0.25,0.25,0.25,0.25,0.25,0.25,0.25
103,0.75,0.75,0.5,0.5,0.25,0.5,0.5,0.0,0.0,0.25,0.25
104,0.5,0.75,1.0,0.5,0.0,0.5,0.75,0.0,0.0,0.25,0.75
105,0.75,1.0,0.75,0.5,0.25,1.0,0.75,1.0,0.25,0.25,0.5
106,0.25,0.75,0.75,0.5,1.0,0.5,0.5,0.0,0.5,0.75,0.25
107,0.5,0.5,0.75,0.5,0.75,0.5,1.0,0.75,0.75,0.5,0.5
108,0.5,0.75,1.0,0.75,0.5,0.0,0.25,0.25,0.25,0.75,0.75
109,0.25,0.5,0.5,0.75,0.25,0.75,0.25,0.25,0.5,0.5,0.5
110,0.5,1.0,0.75,0.75,0.75,0.75,0.75,0.75,0.5,0.5,0.5
111,0.5,0.75,0.5,0.5,0.75,0.75,0.75,1.0,0.75,0.75,0.75
112,0.5,0.5,0.5,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75
113,1.0,0.25,0.5,0.0,0.5,0.5,0.75,0.75,0.75,0.75,0.75
114,0.25,0.5,0.75,0.5,0.75,0.25,0.0,0.0,0.0,0.5,0.25
115,0.5,0.5,0.25,0.5,0.5,0.5,0.5,0.25,0.25,0.75,0.5
116,0.5,0.75,1.0,0.75,0.75,0.75,0.5,0.75,0.25,0.5,0.5
117,1.0,0.75,0.25,0.25,0.25,0.5,0.5,0.75,0.5,0.75,0.75
118,0.5,0.5,0.25,0.5,0.5,0.5,0.75,1.0,0.25,0.25,0.5
119,0.75,0.75,0.0,0.25,0.25,0.5,0.25,0.5,0.5,0.75,0.75
120,0.25,0.5,0.75,0.25,0.75,0.5,0.5,0.5,0.5,0.75,0.5
121,0.0,0.75,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.25,0.25
122,1.0,0.75,0.5,0.75,0.25,0.5,0.25,0.25,0.5,0.5,0.75
123,0.25,1.0,0.5,1.0,0.5,0.5,0.5,0.5,0.75,0.25,0.25
124,0.5,0.75,0.75,0.75,0.5,0.5,0.75,0.75,0.75,0.5,0.25
125,1.0,1.0,1.0,0.75,0.75,0.5,0.25,0.25,0.25,0.25,0.75
126,0.5,0.75,0.5,0.5,0.5,0.0,0.25,0.5,0.5,0.5,0.5
127,1.0,0.75,0.5,0.25,0.0,0.25,0.25,0.25,0.25,0.25,0.25
128,0.5,0.75,0.75,0.5,0.5,0.5,0.75,0.75,0.75,0.25,0.25
